company_id,domain,query,best_link
ACCIONA SA,www.acciona.com,"""ACCIONA SA"" site:www.acciona.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.acciona.com/content/dam/acciona-global/documentos/cnmv/2025/sustainability-report-2024-acciona.pdf
NESTE OYJ,www.neste.com,"""NESTE OYJ"" site:www.neste.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.neste.com/files/pdf/3kFaGuHcQk8hRDLS6tlvqF-Neste_Annual_Report_2024.pdf
NOKIA OYJ,www.nokia.com,"""NOKIA OYJ"" site:www.nokia.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.nokia.com/sites/default/files/2025-03/nokia-2024-sustainability-report.pdf
STANDARD CHARTERED PLC,www.sc.com,"""STANDARD CHARTERED PLC"" site:www.sc.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.sc.com/en/uploads/sites/66/content/docs/standard-chartered-plc-full-year-2024-report.pdf
AURUBIS AG,www.aurubis.com,"""AURUBIS AG"" site:www.aurubis.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.aurubis.com/en/dam/jcr:85390d77-75bf-404b-9d84-1cbbac0bc867/Aurubis_Annual%20Report_FY%202023_24-2.pdf
VOESTALPINE AG,www.voestalpine.com,"""VOESTALPINE AG"" site:www.voestalpine.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.voestalpine.com/group/static/sites/group/.downloads/en/publications-2024-25/2024-25-annual-report.pdf
VIVENDI SE,www.vivendi.com,"""VIVENDI SE"" site:www.vivendi.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.vivendi.com/wp-content/uploads/2025/04/20250407_VIV_VIVENDI_URD_EN.pdf
WPP PLC (NEW),www.wpp.com,"""WPP PLC (NEW)"" site:www.wpp.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.wpp.com/-/media/project/wpp/files/investors/2025/annual-report/wpp_annual_report_2024.pdf
DEUTSCHE POST AG,www.deutschepost.de,"""DEUTSCHE POST AG"" site:www.deutschepost.de (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://group.dhl.com/content/dam/deutschepostdhl/en/media-center/investors/documents/annual-reports/DHL-Group-2024-Annual-Report.pdf
VEOLIA ENVIRONNEMENT,www.veolia.fr,"""VEOLIA ENVIRONNEMENT"" site:www.veolia.fr (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.veolia.com/sites/g/files/dvc4206/files/document/2025/03/Veolia_2024_URD.pdf
IMPERIAL BRANDS PLC,www.imperial-tobacco.com,"""IMPERIAL BRANDS PLC"" site:www.imperial-tobacco.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.imperialbrandsplc.com/content/dam/imperialbrands/corporate/documents/investors/reports/oar-2024/imperial-brands-2024-annual-report.pdf
BT GROUP PLC,www.btplc.com,"""BT GROUP PLC"" site:www.btplc.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.bt.com/bt-plc/assets/documents/digital-impact-and-sustainability/our-report/report-archive/2024/2024-bt-group-esg-addendum.pdf
ADECCO GROUP AG,www.adecco.com,"""ADECCO GROUP AG"" site:www.adecco.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.adeccogroup.com/-/media/project/adecco-group/adeccogroup/pdf-files/2025-march/the-adecco-group-annual-report-2024.pdf
FRESENIUS SE & CO. KGAA,www.fresenius.de,"""FRESENIUS SE & CO. KGAA"" site:www.fresenius.de (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.fresenius.com/sites/default/files/2025-03/Fresenius_Annual_Report_2024.pdf
BOLLORE SE,www.bollore.com,"""BOLLORE SE"" site:www.bollore.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.bollore.com/bollo-content/uploads/2025/05/0520_boll24t035_urd_gb_2024_mel.pdf
ALSTOM S.A,www.alstom.com,"""ALSTOM S.A"" site:www.alstom.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.alstom.com/sites/alstom.com/files/2025/06/23/20250528_Universal_Registration_Document_EN.pdf
KONINKLIJKE PHILIPS N.V.,www.philips.com,"""KONINKLIJKE PHILIPS N.V."" site:www.philips.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.philips.com/c-dam/corporate/about-philips/investors/debt-info/Green_and_Sustainability_Innovation_Bond_Report_2024.pdf
LEONARDO S.P.A.,www.leonardocompany.com,"""LEONARDO S.P.A."" site:www.leonardocompany.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.leonardo.com/documents/15646808/28608810/2024+Integrated+Annual+Report.pdf
VOLKSWAGEN AG,www.volkswagen.de,"""VOLKSWAGEN AG"" site:www.volkswagen.de (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://modo.volkswagengroup.it/it/gruppo-volkswagen/panoramica/download/annual-report-e-sustainability-report-2024.pdf
AXA SOCIETE ANONYME,www.axa.com,"""AXA SOCIETE ANONYME"" site:www.axa.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www-axa-com.cdn.axa-contento-118412.eu/www-axa-com/4f19bf07-00e9-4221-9275-06bb66c16d1e_AXA_URD2024_FR.pdf
ENEL SPA,www.enel.it,"""ENEL SPA"" site:www.enel.it (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.enel.com/content/dam/enel-com/documenti/investitori/informazioni-finanziarie/2024/annuali/en/integrated-annual-report_2024.pdf
RIO TINTO PLC,www.riotinto.com,"""RIO TINTO PLC"" site:www.riotinto.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://company-announcements.afr.com/asx/rio/368b5372-ef01-11ef-bad1-e21e95c6ff03.pdf
VODAFONE GROUP PLC,www.vodafone.com,"""VODAFONE GROUP PLC"" site:www.vodafone.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://d1ize34iqy408p.cloudfront.net/documents/VodafoneZiggo_Integrated_Annual_Report_2024.pdf
HEINEKEN N.V.,www.heinekeninternational.com,"""HEINEKEN N.V."" site:www.heinekeninternational.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.theheinekencompany.com/sites/heineken-corp/files/2025-02/front-page-annual-report.pdf
SIEMENS HEALTHINEERS AG,www.siemens-healthineers.com,"""SIEMENS HEALTHINEERS AG"" site:www.siemens-healthineers.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://assets.new.siemens.com/siemens/assets/api/uuid:fc86ec1b-0232-4d97-a322-3cd01c4fd89f/Jahresfinanzbericht-GJ2024.pdf
CENTRICA PLC,www.centrica.co.uk,"""CENTRICA PLC"" site:www.centrica.co.uk (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.centrica.com/media/2pjoazw0/annual-report-and-accounts-2024-untagged.pdf
CAPGEMINI,www.capgemini.com,"""CAPGEMINI"" site:www.capgemini.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://isletgroup.fi/wp-content/uploads/2025/05/Sustainability-report-2024.pdf
MERCK KGAA,www.merck.de,"""MERCK KGAA"" site:www.merck.de (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.merckgroup.com/en/annualreport/2024/_assets/downloads/grp-group-merck-ar24.pdf
HENNES & MAURITZ AB,www.hm.com,"""HENNES & MAURITZ AB"" site:www.hm.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://hmgroup.com/wp-content/uploads/2025/01/H-M-Hennes-Mauritz-AB-Full-year-report-2024.pdf
PRYSMIAN S.P.A.,www.prysmian.com,"""PRYSMIAN S.P.A."" site:www.prysmian.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.prysmian.com/sites/www.prysmian.com/files/2025-03/Integrated_Annual_Report_2024_Prysmian_ENG.pdf
"CAIXABANK, S.A.",www.caixabank.com,"""CAIXABANK, S.A."" site:www.caixabank.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.caixabank.com/StaticFiles/pdfs/250221_OIR_IAGC_2024_en.pdf
INFINEON TECHNOLOGIES AG,www.infineon.com,"""INFINEON TECHNOLOGIES AG"" site:www.infineon.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.infineon.com/dgdl/Infineon+Annual+Report+2024.pdf
PUBLICIS GROUPE S A,www.publicisgroupe.com,"""PUBLICIS GROUPE S A"" site:www.publicisgroupe.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://documents.publicisgroupe.com/urd2024/PBS2024_URD_EN_MEL.pdf
MARKS AND SPENCER GROUP PLC,www.marksandspencer.com,"""MARKS AND SPENCER GROUP PLC"" site:www.marksandspencer.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://corporate.marksandspencer.com/sites/marksandspencer/files/2024-06/M-and-S-2024-Annual-Report.pdf
IVECO GROUP NV,www.ivecogroup.com,"""IVECO GROUP NV"" site:www.ivecogroup.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.ivecogroup.com/-/media/investors/shareholder_meetings/docs/agm_2025/doc/IVG_Annual_Report_2024.pdf
SKANSKA AB,www.skanska.com,"""SKANSKA AB"" site:www.skanska.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://group.skanska.com/49490b/siteassets/investors/reports-publications/annual-reports/2024/annual-and-sustainability-report-2024.pdf
UMICORE,www.umicore.com,"""UMICORE"" site:www.umicore.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.umicore.com/files/secure-documents/f80f2918-ed1f-4461-9f59-d6ef5aa9f7a5.pdf
SECURITAS AB,www.securitas.com,"""SECURITAS AB"" site:www.securitas.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.securitas.com/globalassets/com/files/annual-reports/eng/securitas_annual-and-sustainability-report_2024.pdf
RYANAIR HOLDINGS PLC,www.ryanair.com,"""RYANAIR HOLDINGS PLC"" site:www.ryanair.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://investor.ryanair.com/wp-content/uploads/2024/06/Ryanair-2024-Annual-Report.pdf
HALEON PLC,www.haleon.com,"""HALEON PLC"" site:www.haleon.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.haleon.com/content/dam/haleon/corporate/documents/investors/oar-2024/haleon-annual-report-2024-interactive.pdf.downloadasset.pdf
FLUTTER ENTERTAINMENT PUBLIC LIMITED COMPANY,www.flutter.com,"""FLUTTER ENTERTAINMENT PUBLIC LIMITED COMPANY"" site:www.flutter.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.flutter.com/media/qpff1lnm/flutter-entertainment-sustainability-report-2024.pdf
YARA INTERNATIONAL ASA,www.yara.com,"""YARA INTERNATIONAL ASA"" site:www.yara.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.yara.com/siteassets/investors/057-reports-and-presentations/annual-reports/2024/yara-integrated-report-2024.pdf
ASSA ABLOY AB,www.assaabloy.com,"""ASSA ABLOY AB"" site:www.assaabloy.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.assaabloy.com/group/en/documents/investors/annual-reports/2024/Annual%20Report%202024.pdf
ESSITY AKTIEBOLAG (PUBL),www.essity.com,"""ESSITY AKTIEBOLAG (PUBL)"" site:www.essity.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://assets.www.essity.com/essity/Essity_AR24_Eng.pdf
JD SPORTS FASHION PLC,www.jdplc.com,"""JD SPORTS FASHION PLC"" site:www.jdplc.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.jdplc.com/files/doc_financials/2024/ar/jd-sports-fashion-annual-report-and-accounts-2024.pdf
KESKO OYJ,www.kesko.fi,"""KESKO OYJ"" site:www.kesko.fi (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.kesko.fi/493454/globalassets/03-sijoittaja/raporttikeskus/2025/q1/vuosiraportti-2024/kesko_annual_report_2024.pdf
SSE PLC,www.sse.com,"""SSE PLC"" site:www.sse.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.sse.com/media/0aibgke4/sse_ar24_interactive.pdf
