company,report_year,activity,label,code_numeric
K+S Aktiengesellschaft,2023,"4. The undertaking carries out, funds or has exposures to construction or operation of electricity generation facilities that produce electricity using fossil gaseous fuels.",,
K+S Aktiengesellschaft,2023,"5. The undertaking carries out, funds or has exposures to construction, refurbishment, and operation of combined heat/cool and power generation facilities using fossil gaseous fuels.",,
K+S Aktiengesellschaft,2023,"6. The undertaking carries out, funds or has exposures to construction, refurbishment and operation of heat generation facilities that produce heat/cool using fossil gaseous fuels.",,
KION GROUP AG,2023,,,
KONINKLIJKE AHOLD DELHAIZE N.V.,2024,Manufacture of energy efficiency equipment for buildings,CCM,3.5
KONINKLIJKE AHOLD DELHAIZE N.V.,2024,Collection and transport of non-hazardous waste in source segregated fractions,CCM,5.5
KONINKLIJKE AHOLD DELHAIZE N.V.,2024,"Transport by motorbikes, passenger cars and commercial vehicles",CCM,6.5
KONINKLIJKE AHOLD DELHAIZE N.V.,2024,Freight transport services by road,CCM,6.6
KONINKLIJKE AHOLD DELHAIZE N.V.,2024,"Installation, maintenance, and repair of energy efficiency equipment",CCM,7.3
KONINKLIJKE AHOLD DELHAIZE N.V.,2024,"Installation, maintenance and repair of charging stations for electric vehicles in buildings",CCM,7.4
KONINKLIJKE AHOLD DELHAIZE N.V.,2024,"Installation, maintenance and repair of renewable energy technologies",CCM,7.6
KONINKLIJKE AHOLD DELHAIZE N.V.,2024,Acquisition and ownership of buildings,CCM,7.7
KONINKLIJKE AHOLD DELHAIZE N.V.,2024,"Data processing, hosting and related activities",CCM,8.1
KONINKLIJKE AHOLD DELHAIZE N.V.,2024,Data-driven solutions for GHG emissions reductions,CCM,8.2
KONINKLIJKE AHOLD DELHAIZE N.V.,2024,Collection and transport of non-hazardous and hazardous waste,CE,2.3
KONINKLIJKE AHOLD DELHAIZE N.V.,2024,Recovery of bio-waste by anaerobic digestion or composting,CE,2.5
KONINKLIJKE AHOLD DELHAIZE N.V.,2024,Provision of IT/OT data-driven solutions,CE,4.1
KONINKLIJKE AHOLD DELHAIZE N.V.,2024,Electricity generation using solar photovoltaic technology,,
KONINKLIJKE AHOLD DELHAIZE N.V.,2024,"Installation, maintenance and repair of renewable energy technologies",,
KSB SE & Co. KGaA Vz,2023,Manufacturing of iron and steel,CCM,3.9
KSB SE & Co. KGaA Vz,2023,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM,6.5
KSB SE & Co. KGaA Vz,2023,Renovation of existing buildings,CCM,7.2
KSB SE & Co. KGaA Vz,2023,"Installation, maintenance and repair of energy efficiency equipment",CCM,7.3
KSB SE & Co. KGaA Vz,2023,"Installation, maintenance and repair of charging stations for electric vehicles in buildings (and parking spaces attached to buildings)",CCM,7.4
KSB SE & Co. KGaA Vz,2023,"Installation, maintenance and repair of renewable energy technologies",CCM,7.6
KSB SE & Co. KGaA Vz,2023,Acquisition and ownership of buildings,CCM,7.7
Kapsch TrafficCom AG,2023,,,
Klöckner & Co SE,2023,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM,6.5
Klöckner & Co SE,2023,Freight transport services by road,CCM,6.6
Klöckner & Co SE,2023,"Installation, maintenance and repair of energy efficiency equipment",CCM,7.3
Klöckner & Co SE,2023,"Installation, maintenance and repair of charging stations for electric vehicles in buildings",CCM,7.4
Klöckner & Co SE,2023,"Installation, maintenance and repair of renewable energy technologies",CCM,7.6
Klöckner & Co SE,2023,Acquisition and ownership of buildings,CCM,7.7
Klöckner & Co SE,2023,Data-driven solutions for GHG emissions reductions,CCM,8.2
Klöckner & Co SE,2023,freight transport services by road,,
Knorr-Bremse AG,2023,Manufacture of automotive and mobility components,CCM,3.18
Knorr-Bremse AG,2023,Manufacture of rail rolling stock constituents,CCM,3.19
Knorr-Bremse AG,2023,Manufacture of low carbon technologies for transport,CCM,3.3
Knorr-Bremse AG,2023,Infrastructure for rail transport,CCM,6.14
Knorr-Bremse AG,2023,and light commercial vehicles,CCM,6.5
Knorr-Bremse AG,2023,Renovation of existing buildings,CCM,7.2
Knorr-Bremse AG,2023,Installation of energy-efficient equipment,CCM,7.3
Knorr-Bremse AG,2023,electric vehicles,CCM,7.4
Knorr-Bremse AG,2023,performance of buildings,CCM,7.5
Knorr-Bremse AG,2023,Installation of renewable energy technologies,CCM,7.6
Knorr-Bremse AG,2023,Acquisition and ownership of buildings,CCM,7.7
Knorr-Bremse AG,2023,"Close to market research, development, and innovation",CCM,9.1
Koenig & Bauer AG,2023,,,
Krones AG,2023,0,CCA,0
Krones AG,2023,% 15.0%,CCM,15.0
Krones AG,2023,% 3.0%,CCM,2.1
Krones AG,2023,% 22.6%,CCM,22.6
Krones AG,2023,0,CE,0
Krones AG,2023,% 0.5%,CE,0.2
Krones AG,2023,"1. The undertaking carries out, funds or has exposures to research, development, demonstration and deployment of innovative electricity generation facilities that produce energy from nuclear processes with minimal waste from the fuel cycle. NO",,
Krones AG,2023,"2. The undertaking carries out, funds or has exposures to construction and safe operation of new nuclear installations to produce electricity or process heat, including for the purposes of district heating or industrial processes such as hydrogen production, as well as their safety upgrades, using best available technologies. NO",,
Krones AG,2023,"3. The undertaking carries out, funds or has exposures to safe operation of existing nuclear installations that produce electricity or process heat, including for the purposes of district heating or industrial processes such as hydrogen production from nuclear energy, as well as their safety upgrades. NO",,
Krones AG,2023,"4. The undertaking carries out, funds or has exposures to construction or operation of electricity generation facilities that produce electricity using fossil gaseous fuels. NO",,
Krones AG,2023,"5. The undertaking carries out, funds or has exposures to construction, refurbishment, and operation of combined heat/cool and power generation facilities using fossil gaseous fuels. YES",,
Krones AG,2023,"6. The undertaking carries out, funds or has exposures to construction, refurbishment and operation of heat generation facilities that produce heat/cool using fossil gaseous fuels. NO",,
Krones AG,2023,BIO 0 0,,
Krones AG,2023,PPC 0 0,,
Krones AG,2023,WTR 0 0,,
L'OREAL,2024,Flood risk prevention and protection infrastructure,CCA,14.2
L'OREAL,2024,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM,6.5
L'OREAL,2024,Renovation of existing buildings,CCM,7.2
L'OREAL,2024,"Installation, maintenance and repair of energy efficiency equipment",CCM,7.3
L'OREAL,2024,"Installation, maintenance and repair of instruments and devices for measuring, regulating and controlling the energy performance of buildings",CCM,7.5
L'OREAL,2024,Acquisition and ownership of buildings,CCM,7.7
L'OREAL,2024,Production of alternative water resources for purposes other than human consumption,CE,2.2
LACROIX Group,2023,,,
LANXESS AG,2023,Manufacture of other organic basic chemicals,CCM,3.14
LANXESS AG,2023,Manufacture of plastics in primary form,CCM,3.17
LANXESS AG,2023,Manufacture of batteries,CCM,3.4
LANXESS AG,2023,"Renewal of water collection, treatment and supply systems",CCM,5.4
LANXESS AG,2023,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM,6.5
LANXESS AG,2023,Acquisition and ownership of buildings,CCM,7.7
LANXESS AG,2023,Remediation of contaminated sites and areas,,
LEG Immobilien SE,2023,Electricity generation using solar photovoltaic technology,CCM,4.1
LEG Immobilien SE,2023,Cogeneration of heat/cool and power from bioenergy,CCM,4.20
LEG Immobilien SE,2023,Acquisition and ownership of buildings,CCM,7.7
LEG Immobilien SE,2023,"Close to market research, development and innovation",CCM,9.1
Lenzing AG,2023,Forest management,CCM,1.3
Lenzing AG,2023,Manufacture of soda ash,CCM,3.12
Lenzing AG,2023,Cogeneration of heat/cool and power from renewable non-fossil gaseous and liquid fuels,CCM,4.19
Lenzing AG,2023,Cogeneration of heat/cool and power from bioenergy,CCM,4.20
Lenzing AG,2023,High-efficiency co-generation of heat/cool and power from fossil gaseous fuels,CCM,4.30
Lenzing AG,2023,Transmission and distribution of electricity,CCM,4.9
Lenzing AG,2023,"Construction, extension and operation of waste water collection and treatment",CCM,5.3
Lenzing AG,2023,Freight rail transport,CCM,6.2
Lenzing AG,2023,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM,6.5
Lenzing AG,2023,"Installation, maintenance and repair of charging stations for electric vehicles in buildings (and parking spaces attached to buildings)",CCM,7.4
Lenzing AG,2023,"Installation, maintenance and repair of renewable energy technologies",CCM,7.6
Lenzing AG,2023,Acquisition and ownership of buildings,CCM,7.7
Lenzing AG,2023,"Data processing, hosting and related activities",CCM,8.1
MAX AUTOMATION SE NA O.N.,2023,,,
MBB SE,2023,Manufacture of renewable energy technologies,,3.1
MBB SE,2023,Manufacture of low carbon technologies for transport,,3.3
MBB SE,2023,Transmission and distribution networks for renewable and low-carbon gases,,4.14
MBB SE,2023,District heating/cooling distribution,,4.15
MBB SE,2023,Transmission and distribution of electricity,,4.9
MBB SE,2023,"Construction, extension and operation of water collection, treatment and supply systems",,5.1
MBB SE,2023,"Construction, expansion and operation of systems for collection, treatment and supply of water",,
MBB SE,2023,District heating /cooling distribution,,
MBB SE,2023,Production of low carbon dioxide transport technologies,,
MBB SE,2023,Production of renewable energy technologies,,
MBB SE,2023,Transmission and distribution networks for renewable low-carbon gases,,
MBB SE,2023,Transmission and distribution of electricity,,
MERCEDES-BENZ GROUP AG,2024,To demonstrate compliance with the requirements for economic activity and 3.18,,3.3
MERCEDES-BENZ GROUP AG,2024,"For economic activity , the locally applicable requirements corresponding to the DNSH criteria",,6.15
MERCEDES-BENZ GROUP AG,2024,"For economic activity , the DNSH criteria refer to compliance with various product-related requirements",,6.5
MERCEDES-BENZ GROUP AG,2024,Manufacture of automotive and mobility components,CCM,3.18
MERCEDES-BENZ GROUP AG,2024,Manufacture of low-carbon technologies for transport,CCM,3.3
MERCEDES-BENZ GROUP AG,2024,Infrastructure enabling low-carbon road transport and public transport,CCM,6.15
MERCEDES-BENZ GROUP AG,2024,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM,6.5
MERCEDES-BENZ GROUP AG,2024,Freight transport services by road,CCM,6.6
MERCEDES-BENZ GROUP AG,2024,Sale of second-hand goods,CE,5.4
MLP SE,2023,,,
MTU Aero Engines AG,2023,170,,3.21
MTU Aero Engines AG,2023,8,,4.22
MTU Aero Engines AG,2023,66,,6.18
MTU Aero Engines AG,2023,16,,7.2
MTU Aero Engines AG,2023,32,,7.7
MTU Aero Engines AG,2023,11,,8.1
MTU Aero Engines AG,2023,Manufacturing of aircraft,CCM,3.21
MTU Aero Engines AG,2023,Manufacture of other low carbon-technologies,CCM,3.6
MTU Aero Engines AG,2023,Production of heat/cool from geothermal energy,CCM,4.22
MTU Aero Engines AG,2023,Leasing of aircraft,CCM,6.18
MTU Aero Engines AG,2023,Construction of new buildings,CCM,7.1
MTU Aero Engines AG,2023,Renovation of existing buildings,CCM,7.2
MTU Aero Engines AG,2023,Acquisition and ownership of buildings,CCM,7.7
MTU Aero Engines AG,2023,"Data processing, hosting and related activities",CCM,8.1
MTU Aero Engines AG,2023,"Close to market research, development and innovation",CCM,9.1
Manz AG,2023,,,
Mayr-Melnhof Karton AG,2023,,,
MediClin AG,2023,High-efficiency co-generation of power and heat/cool from fossil gaseous fuels,,4.30
MediClin AG,2023,"Transport by motorbikes, passenger cars and commercial vehicles",,6.5
MediClin AG,2023,Construction of new buildings,,7.1
MediClin AG,2023,Renovation of existing buildings,,7.2
MediClin AG,2023,"Installation, maintenance and repair of energy efficiency equipment",,7.3
MediClin AG,2023,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",,7.5
MediClin AG,2023,High-efficiency co-generation of power and heat/cool from fossil gaseous fuels,CCM,4.30
MediClin AG,2023,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM,6.5
MediClin AG,2023,Construction of new buildings,CCM,7.1
MediClin AG,2023,Renovation of existing buildings,CCM,7.2
MediClin AG,2023,"Installation, maintenance or repair of energy efficiency equipment",CCM,7.3
MediClin AG,2023,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",CCM,7.5
MediClin AG,2023,Health services of hospitals and rehabilitation facilities,,Q86.1
MediClin AG,2023,Residential nursing care activities,,Q87.1
Medios AG,2023,Acquisition and ownership of buildings,CCM,7.7
Medios AG,2023,Compounding of drugs,PPC,1.2
"Melia Hotels International, S.A.",2023,"Hotels, holiday resorts, camping grounds and similar accommodation",,2.1
"Melia Hotels International, S.A.",2023,Acquisition and ownership of buildings,,7.7
"Melia Hotels International, S.A.",2023,Hotels and similar accommodation,,I55.10
"Melia Hotels International, S.A.",2023,Tourist accommodation and other short-stay accommodation,,I55.20
"Melia Hotels International, S.A.",2023,Camping grounds and trailer parks,,I55.30
"Minor Hotels Europe & Americas, S.A.",2023,"Hotels, holiday, camping grounds and similar accommodation",,2.1
"Minor Hotels Europe & Americas, S.A.",2023,Construction of new buildings,,7.1
"Minor Hotels Europe & Americas, S.A.",2023,"Installation, maintenance and repair of charging stations for electric vehicles in buildings",,7.4
"Minor Hotels Europe & Americas, S.A.",2023,Acquisition and ownership of buildings,,7.7
"Minor Hotels Europe & Americas, S.A.",2023,Renovation of existing building,CCM,7.2
"Minor Hotels Europe & Americas, S.A.",2023,"Installation, maintenance and repair of energy efficiency equipment",CCM,7.3
"Minor Hotels Europe & Americas, S.A.",2023,"Installation, maintenance and repair of instruments and equipment for measuring, regulating and controlling the energy performance of buildings",CCM,7.5
"Minor Hotels Europe & Americas, S.A.",2023,"Installation, maintenance and repair of renewable energy technologies",CCM,7.6
Mister Spex SE,2023,Sale of spare parts,,"5,2"
Mister Spex SE,2023,Sale of spare parts,,5.2
Mister Spex SE,2023,Activities of opticians in specialized stores,,G47.78.1
NORMA Group SE,2023,,,
NOVO NORDISK A/S,2024,Construction on new buildings,CCM,7.1
NOVO NORDISK A/S,2024,Renovation of buildings,CCM,7.2
NOVO NORDISK A/S,2024,Manufacture of medicinal products,,P 1.2
NOVO NORDISK A/S,2024,Manufacture of medicinal products,PPC,1.2
Nemetschek SE,2023,,,
OMV AG,2023,,,
OMV AKTIENGESELLSCHAFT,2024,,,
Oesterreichische Post AG,2023,,,
PATRIZIA SE,2023,,,
PIERER Mobility AG,2023,,,
PNE AG,2023,,,
POLYTEC Holding AG,2023,,,
PORR AG,2023,,,
PSI Software SE,2023,"Transport by motorbikes, passenger cars and light commercial vehicles",,6.5
PSI Software SE,2023,"Data processing, hosting and related activities",,8.1
PSI Software SE,2023,"Computer programming, consultancy and related activities",,8.2
PSI Software SE,2023,Provision of services in information technology,CCA,8.2
PSI Software SE,2023,"Transportation with motorbikes, passenger cars and light commercial vehicles",CCM,6.5
PSI Software SE,2023,"Data processing, hosting and related activities",CCM,8.1
PVA TePla AG,2023,,,
Palfinger AG,2023,"Installation, maintenance and repair of energy-efficient appliances",CCM,7.3
Palfinger AG,2023,"Installation, maintenance and repair of charging stations for electric vehicles in buildings",CCM,7.4
Palfinger AG,2023,"Installation, maintenance and repair of equipment for measuring, regulating and controlling the overall energy efficiency of buildings",CCM,7.5
Palfinger AG,2023,"Installation, maintenance and repair of renewable energy technologies",CCM,7.6
Palfinger AG,2023,"Repair, refurbishment and remanufacturing",CE,5.1
Palfinger AG,2023,Sale of spare parts,CE,5.2
Palfinger AG,2023,Product as a service and other circular usage and result-orientated service models,CE,5.5
Porsche AG Vz,2023,Manufacture of automotive and mobility components,,3.18
Porsche AG Vz,2023,Manufacture of low-carbon technologies for transport,,3.3
Porsche AG Vz,2023,Manufacture of automotive and mobility components,CCM,3.18
Porsche AG Vz,2023,Manufacture of low-carbon technologies for transport,CCM,3.3
ProSiebenSat.1 Media SE,2023,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM,6.5
ProSiebenSat.1 Media SE,2023,Construction of new buildings,CCM,7.1
ProSiebenSat.1 Media SE,2023,Renovation of existing buildings,CCM,7.2
ProSiebenSat.1 Media SE,2023,"Installation, maintenance and repair of energy efficiency equipment",CCM,7.3
ProSiebenSat.1 Media SE,2023,"Installation, maintenance and repair of charging stations for electric vehicles in buildings (and parking spaces attached to buildings)",CCM,7.4
ProSiebenSat.1 Media SE,2023,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",CCM,7.5
ProSiebenSat.1 Media SE,2023,Acquisition and ownership of buildings,CCM,7.7
ProSiebenSat.1 Media SE,2023,"Data processing, hosting and related activities",CCM,8.1
"Prosegur Cash, S.A.",2023,".: Purchase, financing, renting, leasing and operation of vehicles designated as category M1 and N1, or L (2- and 3-wheel vehicles and quadricycles).",,6.5
"Prosegur Cash, S.A.",2023,".: Purchase, financing, leasing, rental and operation of vehicles designated as category N1, N2 or N3 falling under the scope of EURO VI (242), step E or its successor, for freight transport services by road.",,6.6
"Prosegur Cash, S.A.",2023,"Transport by motorcycle, cars and light commercial vehicles",MCC,6.5
"Prosegur Cash, S.A.",2023,Freight transport services by road,MCC,6.6
"Prosegur Cash, S.A.",2023,Prosegur Cash's main activity is identified with NACE code (Private Security Activities),,N80.19
R. Stahl AG,2023,Manufacture of equipment for the production and use of hydrogen,,3.2
R. Stahl AG,2023,Manufacture of energy efficiency equipment for buildings (j),,3.5
R. Stahl AG,2023,Manufacture of other low carbon technologies,,3.6
R. Stahl AG,2023,Electricity generation using solar photovoltaic technology,,4.1
R. Stahl AG,2023,"Transport by motorbikes, passenger cars and light commercial vehicles",,6.5
R. Stahl AG,2023,"Installation, maintenance and repair of energy-efficient equipment",,7.3
R. Stahl AG,2023,Acquisition and ownership of buildings,,7.7
R. Stahl AG,2023,Manufacture of equipment for the production and use of hydrogen,CCM,3.2
R. Stahl AG,2023,Manufacture of energy efficiency equipment for buildings,CCM,3.5
R. Stahl AG,2023,Manufacture of other low carbon technologies,CCM,3.6
R. Stahl AG,2023,Electricity generation using solar photovoltaic technology,CCM,4.1
R. Stahl AG,2023,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM,6.5
R. Stahl AG,2023,"Installation, maintenance and repair of energy efficientcy equipment",CCM,7.3
R. Stahl AG,2023,Acquisition and ownership of buildings,CCM,7.7
RENAULT,2024,Manufacture of automotive and mobility components,CCM,3.18
RENAULT,2024,Low carbon-intensity manufacturing technologies for transport,CCM,3.3
RENAULT,2024,Manufacture of batteries,CCM,3.4
RENAULT,2024,"Transportatiobn by motorcycles, passenger vehicles and commercial vehicles",CCM,6.5
RENAULT,2024,"Installation, maintenance and repair of equipment improving energy efficiency",CCM,7.3
RENAULT,2024,"Installation, maintenance and repair of charging stations for electric vehicles",CCM,7.4
RENAULT,2024,Depollution and dismantling of end-of-life products,CE,2.6
RENAULT,2024,Sale of second-hand goods,CE,5.4
REPSOL SA.,2024,,,
RHI Magnesita N.V.,2023,,,
RHÖN-KLINIKUM AG,2023,Creation of low-carbon transportation technologies,,3.3
RHÖN-KLINIKUM AG,2023,Electricity generation from fossil gaseous fuels,,4.29
RHÖN-KLINIKUM AG,2023,High-efficiency co-generation of heat/cool and power from fossil gaseous fuels,,4.30
RHÖN-KLINIKUM AG,2023,Collection and transport of non-hazardous waste in fractions sorted at the point of collection,,5.5
RHÖN-KLINIKUM AG,2023,Construction of new buildings,,7.1
RHÖN-KLINIKUM AG,2023,Renovation of existing buildings,,7.2
RHÖN-KLINIKUM AG,2023,"Installation, maintenance and repair of energy-efficient equipment",,7.3
RHÖN-KLINIKUM AG,2023,"Installation, maintenance and repair of charging stations for electric vehicles in buildings (and on parking spaces belonging to buildings)",,7.4
RHÖN-KLINIKUM AG,2023,"Installation, maintenance and repair of technologies for renewable energies",,7.6
RINGMETALL SE  NA O.N.,2023,"Ringmetall made investments in 2023 that belong to the groups Power generation using photovoltaic technology, 6.3 Transportation by motorcycles, passenger cars and light commercial vehicles, 7.3 Installation, maintenance and repair of energy-efficient appliances.",,4.1
RINGMETALL SE  NA O.N.,2023,"Transportation with motorcycles, passenger cars and light commercial vehicles",,6.3
RINGMETALL SE  NA O.N.,2023,"Installation, maintenance and repair of energy-efficient appliances",,7.3
RWE AG St,2023,Production of technologies for renewable energy,CCM,3.1
RWE AG St,2023,Hydrogen production,CCM,3.10
RWE AG St,2023,Electricity generation from PV technology,CCM,4.1
RWE AG St,2023,Electricity storage,CCM,4.10
RWE AG St,2023,Hydrogen storage,CCM,4.12
RWE AG St,2023,CHP / CCP with bioenergy,CCM,4.20
RWE AG St,2023,Electricity generation from natural gas,CCM,4.29
RWE AG St,2023,Electricity generation from wind energy,CCM,4.3
RWE AG St,2023,CHP with fossil gaseous fuels,CCM,4.30
RWE AG St,2023,Electricity generation from hydropower,CCM,4.5
RWE AG St,2023,Electricity generation from bioenergy,CCM,4.8
"Renta 4 Banco, S.A.",2023,Fabricación de otros productos de plástico,,2229
"Renta 4 Banco, S.A.",2023,"Fabricación de ladrillos, tejas y productos de tierras cocidas para la construcción",,2332
"Renta 4 Banco, S.A.",2023,Fabricación de hormigón fresco,,2363
"Renta 4 Banco, S.A.",2023,"Corte, tallado y acabado de la piedra",,2370
"Renta 4 Banco, S.A.",2023,"Fabricación de tubos, tuberías, perfiles huecos y sus accesorios, de acero",,2420
"Renta 4 Banco, S.A.",2023,Fabricación de estructuras metálicas y sus componentes,,2511
"Renta 4 Banco, S.A.",2023,Tratamiento y revestimiento de metales,,2561
"Renta 4 Banco, S.A.",2023,Fabricación de componentes electrónicos,,2611
"Renta 4 Banco, S.A.",2023,Fabricación de equipos de telecomunicaciones,,2630
"Renta 4 Banco, S.A.",2023,Fabricación de instrumentos de óptica y equipo fotográfico,,2670
"Renta 4 Banco, S.A.",2023,Fabricación de lámparas y aparatos eléctricos de iluminación,,2740
"Renta 4 Banco, S.A.",2023,Fabricación de maquinaria para la industria metalúrgica,,2891
"Renta 4 Banco, S.A.",2023,Transporte de energía eléctrica,,3512
"Renta 4 Banco, S.A.",2023,Distribución de energía eléctrica,,3513
"Renta 4 Banco, S.A.",2023,Promoción inmobiliaria,,4110
"Renta 4 Banco, S.A.",2023,Construcción de edificios residenciales,,4121
"Renta 4 Banco, S.A.",2023,Construcción de edificios no residenciales,,4122
"Renta 4 Banco, S.A.",2023,Construcción de carreteras y autopistas,,4211
"Renta 4 Banco, S.A.",2023,Instalaciones eléctricas,,4321
"Renta 4 Banco, S.A.",2023,Otras instalaciones en obras de construcción,,4329
"Renta 4 Banco, S.A.",2023,Revocamiento,,4331
"Renta 4 Banco, S.A.",2023,Revestimiento de suelos y paredes,,4333
"Renta 4 Banco, S.A.",2023,Otro acabado de edificios,,4339
"Renta 4 Banco, S.A.",2023,Otras actividades de construcción especializada n.c.o.p.,,4399
"Renta 4 Banco, S.A.",2023,Transporte por taxi,,4932
"Renta 4 Banco, S.A.",2023,Transporte de mercancías por carretera,,4941
"Renta 4 Banco, S.A.",2023,Telecomunicaciones por cable,,6110
"Renta 4 Banco, S.A.",2023,Telecomunicaciones inalámbricas,,6120
"Renta 4 Banco, S.A.",2023,Otras actividades de telecomunicaciones,,6190
"Renta 4 Banco, S.A.",2023,Actividades de programación informática,,6201
"Renta 4 Banco, S.A.",2023,Actividades de consultoría informática,,6202
"Renta 4 Banco, S.A.",2023,Gestión de recursos informáticos,,6203
"Renta 4 Banco, S.A.",2023,Otros servicios relacionados con las tecnologías de la información y la informática,,6209
"Renta 4 Banco, S.A.",2023,"Proceso de datos, hosting y actividades relacionadas",,6311
"Renta 4 Banco, S.A.",2023,Compraventa de bienes inmobiliarios por cuenta propia,,6810
"Renta 4 Banco, S.A.",2023,Alquiler de bienes inmobiliarios por cuenta propia,,6820
"Renta 4 Banco, S.A.",2023,Agentes de la propiedad inmobiliaria,,6831
"Renta 4 Banco, S.A.",2023,Gestión y administración de la propiedad inmobiliaria,,6832
"Renta 4 Banco, S.A.",2023,Servicios técnicos de arquitectura,,7111
"Renta 4 Banco, S.A.",2023,Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico,,7112
"Renta 4 Banco, S.A.",2023,Investigación y desarrollo experimental en biotecnología,,7211
"Renta 4 Banco, S.A.",2023,Otra investigación y desarrollo experimental en ciencias naturales y técnicas,,7219
"Renta 4 Banco, S.A.",2023,Alquiler de automóviles y vehículos de motor ligeros,,7711
"Renta 4 Banco, S.A.",2023,Reparación de aparatos electrónicos de audio y vídeo de uso doméstico,,9521
Rheinmetall AG,2023,Depollution and dismantling of end-of-life products,,2.6
Rheinmetall AG,2023,Manufacture of renewable energy technologies,,3.1
Rheinmetall AG,2023,Manufacture of automotive and mobility components,,3.18
Rheinmetall AG,2023,Manufacture of equipment for the production and use of hydrogen,,3.2
Rheinmetall AG,2023,Manufacture of aircraft,,3.21
Rheinmetall AG,2023,Manufacture of low carbon technologies for transport,,3.3
Rheinmetall AG,2023,Manufacture of energy efficient equipment for buildings,,3.5
Rheinmetall AG,2023,Manufacture of other low carbon technologies,,3.6
Rheinmetall AG,2023,Preparation for reuse of end-of-life products and product components,,5.3
Rheinmetall AG,2023,Construction of new buildings,,7.1
Rheinmetall AG,2023,Acquisition and ownership of buildings,,7.7
Rosenbauer International AG,2023,,,
S IMMO AG,2023,"Hotels, holiday, camping grounds and similar accommodation",BIO,2.1
S IMMO AG,2023,"Installation, maintenance and repair of energy efficiency equipment",CCM,7.3
S IMMO AG,2023,Acquisition and ownership of buildings,CCM,7.7
SAFRAN,2024,Manufacturing of aircraft,CCM,3.21
SAFRAN,2024,Electricity generation using solar photovoltaic technology,CCM,4.1
SAFRAN,2024,Production of heat/cool from geothermal energy,CCM,4.22
SAFRAN,2024,Production of heat/cool using waste heat,CCM,4.24
SAFRAN,2024,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM,6.5
SAFRAN,2024,Renovation of existing buildings,CCM,7.2
SAFRAN,2024,"Installation, maintenance and repair of energy efficiency equipment",CCM,7.3
SAFRAN,2024,"Installation, maintenance and repair of charging stations for electric vehicles in buildings (and parking spaces attached to buildings)",CCM,7.4
SAFRAN,2024,"Installation, maintenance and repair of instruments and devices for measuring",CCM,7.5
SAFRAN,2024,"Installation, maintenance and repair of renewable energy technologies",CCM,7.6
SAFRAN,2024,Acquisition and ownership of buildings,CCM,7.7
SAP SE,2023,Manufacture of low carbon technologies for transport,,3.3
SAP SE,2023,"Data processing, hosting, and related activities",,8.1
SAP SE,2023,"Data processing, hosting, and related activities",CCM,8.1
SCHNEIDER ELECTRIC SE,2024,,,
SCHOELLER-BLECKMANN AG,2023,Manufacture of iron and steel,,3.9
SCHOELLER-BLECKMANN AG,2023,"Transport by motorcycles, passenger cars and light commercial vehicles",,6.5
SCHOELLER-BLECKMANN AG,2023,Transport of goods by road,,6.6
SCHOELLER-BLECKMANN AG,2023,Renovation of existing buildings,,7.2
SCHOELLER-BLECKMANN AG,2023,"Installation, maintenance and repair of energy-efficient devices",,7.3
SCHOELLER-BLECKMANN AG,2023,"Installation, maintenance and repair of devices for measuring, regulating and controlling the overall energy efficiency of buildings",,7.5
SCHOELLER-BLECKMANN AG,2023,"Installation, maintenance and repair of renewable energy technologies",,7.6
SCHOELLER-BLECKMANN AG,2023,Acquisition of and ownership of buildings,,7.7
SGL Carbon SE,2023,Manufacture of renewable energy technologies,,3.1.
SGL Carbon SE,2023,Manufacturing of automotive and mobility components,,3.18.
SGL Carbon SE,2023,Manufacture of equipment for the production and use of hydrogen,,3.2.
SGL Carbon SE,2023,Manufacture of batteries,,3.4.
SGL Carbon SE,2023,Generation of heat/steam,,4.24.
SHELL PLC,2024,Conservation forestry,,1.4
SHELL PLC,2024,Manufacture of hydrogen,,3.10
SHELL PLC,2024,Manufacture of organic basic chemicals,,3.14
SHELL PLC,2024,Manufacture of plastics in primary form,,3.17
SHELL PLC,2024,Electricity generation using solar photovoltaic technology,,4.1
SHELL PLC,2024,Storage of electricity,,4.10
SHELL PLC,2024,Manufacture of biogas and biofuels for use in transport and of bioliquids,,4.13
SHELL PLC,2024,Electricity generation from fossil gaseous fuels,,4.29
SHELL PLC,2024,Electricity generation from wind power,,4.3
SHELL PLC,2024,Transport of CO2,,5.11
SHELL PLC,2024,Underground permanent geological storage of CO2,,5.12
SHELL PLC,2024,Infrastructure enabling low-carbon road transport and public transport,,6.15
